old,weird,new,lng,lat
B3249,3249,1383,-73.9476791,40.68035608
B3249,3249,1384,-73.9476791,40.68035608
B3250,3250,1385,-73.98383796,40.71690978
B3250,3250,1386,-73.98383796,40.71690978
B3254,3254,1387,-74.01486576,40.69231661
B3254,3254,1388,-74.01486576,40.69231661
B3255,3255,1389,-73.99468482,40.75058535
B3255,3255,1390,-73.99468482,40.75058535
B3256,3256,1391,-74.01129574,40.72771408
B3256,3256,1392,-74.01129574,40.72771408
B3258,3258,1393,-74.00218427,40.75018156
B3258,3258,1394,-74.00218427,40.75018156
B3259,3259,1395,-73.99923384,40.74937024
B3259,3259,1396,-73.99923384,40.74937024
B3260,3260,1397,-73.99662137,40.72706363
B3260,3260,1398,-73.99662137,40.72706363
B3263,3263,1399,-73.9907527,40.72951496
B3263,3263,1400,-73.9907527,40.72951496
B3267,3267,1401,-74.03852552,40.71241882
B3267,3267,1402,-74.03852552,40.71241882
B3268,3268,1403,-74.06285852,40.71346383
B3268,3268,1404,-74.06285852,40.71346383
B3270,3270,1405,-74.04557168,40.72528911
B3270,3270,1406,-74.04557168,40.72528911
B3275,3275,1407,-74.03891444,40.7183552
B3275,3275,1408,-74.03891444,40.7183552
B3276,3276,1409,-74.04281706,40.71458404
B3276,3276,1410,-74.04281706,40.71458404
B3277,3277,1411,-74.06661093,40.71435837
B3277,3277,1412,-74.06661093,40.71435837
B3279,3279,1413,-74.04996783,40.72163014
B3279,3279,1414,-74.04996783,40.72163014
B3282,3282,1415,-73.95939,40.78307
B3282,3282,1416,-73.95939,40.78307
B3283,3283,1417,-73.97041561,40.7882213
B3283,3283,1418,-73.97041561,40.7882213
B3284,3284,1419,-73.95595908,40.7814107
B3284,3284,1420,-73.95595908,40.7814107
B3285,3285,1421,-73.9747,40.78839
B3285,3285,1422,-73.9747,40.78839
B3286,3286,1423,-73.9521667,40.7806284
B3286,3286,1424,-73.9521667,40.7806284
B3288,3288,1425,-73.9488134,40.778301
B3288,3288,1426,-73.9488134,40.778301
B3289,3289,1427,-73.97288918,40.79017948
B3289,3289,1428,-73.97288918,40.79017948
B3290,3290,1429,-73.946041,40.7779453
B3290,3290,1430,-73.946041,40.7779453
B3292,3292,1431,-73.957481,40.7857851
B3292,3292,1432,-73.957481,40.7857851
B3293,3293,1433,-73.9739,40.7921
B3293,3293,1434,-73.9739,40.7921
B3294,3294,1435,-73.955327,40.7835016
B3294,3294,1436,-73.955327,40.7835016
B3295,3295,1437,-73.964839,40.79127
B3295,3295,1438,-73.964839,40.79127
B3296,3296,1439,-73.94891962,40.78245418
B3296,3296,1440,-73.94891962,40.78245418
B3297,3297,1441,-73.97988067,40.6686627
B3297,3297,1442,-73.97988067,40.6686627
B3298,3298,1443,-73.99383324,40.686371
B3298,3298,1444,-73.99383324,40.686371
B3299,3299,1445,-73.95206,40.78813
B3299,3299,1446,-73.95206,40.78813
B3300,3300,1447,-73.97637606,40.66514682
B3300,3300,1448,-73.97637606,40.66514682
B3301,3301,1449,-73.968087,40.7919557
B3301,3301,1450,-73.968087,40.7919557
B3302,3302,1451,-73.96434123,40.7969347
B3302,3302,1452,-73.96434123,40.7969347
B3303,3303,1453,-73.99440329,40.6849894
B3303,3303,1454,-73.99440329,40.6849894
B3304,3304,1455,-73.98377641,40.668127
B3304,3304,1456,-73.98377641,40.668127
B3305,3305,1457,-73.94965589,40.7811223
B3305,3305,1458,-73.94965589,40.7811223
B3306,3306,1459,-73.98199886,40.6662078
B3306,3306,1460,-73.98199886,40.6662078
B3307,3307,1461,-73.974124,40.7941654
B3307,3307,1462,-73.974124,40.7941654
B3308,3308,1463,-73.99645295,40.6861758
B3308,3308,1464,-73.99645295,40.6861758
B3309,3309,1465,-73.94860294,40.7859201
B3309,3309,1466,-73.94860294,40.7859201
B3310,3310,1467,-73.98396846,40.663779
B3310,3310,1468,-73.98396846,40.663779
B3311,3311,1469,-74.0016256,40.68763155
B3311,3311,1470,-74.0016256,40.68763155
B3312,3312,1471,-73.94594,40.7817212
B3312,3312,1472,-73.94594,40.7817212
B3313,3313,1473,-73.9854617,40.6663181
B3313,3313,1474,-73.9854617,40.6663181
B3314,3314,1475,-73.971888,40.7937704
B3314,3314,1476,-73.971888,40.7937704
B3315,3315,1477,-73.99917254,40.6847514
B3315,3315,1478,-73.99917254,40.6847514
B3316,3316,1479,-73.96621738,40.7989937
B3316,3316,1480,-73.96621738,40.7989937
B3317,3317,1481,-73.98700053,40.6686273
B3317,3317,1482,-73.98700053,40.6686273
B3318,3318,1483,-73.9471673,40.7839636
B3318,3318,1484,-73.9471673,40.7839636
B3319,3319,1485,-73.98895053,40.666287
B3319,3319,1486,-73.98895053,40.666287
B3320,3320,1487,-73.96286845,40.79406661
B3320,3320,1488,-73.96286845,40.79406661
B3321,3321,1489,-73.99785267,40.6831164
B3321,3321,1490,-73.99785267,40.6831164
B3322,3322,1491,-73.9904394,40.668603
B3322,3322,1492,-73.9904394,40.668603
B3323,3323,1493,-73.9605909,40.7981856
B3323,3323,1494,-73.9605909,40.7981856
B3324,3324,1495,-73.99333264,40.6685455
B3324,3324,1496,-73.99333264,40.6685455
B3325,3325,1497,-73.950503,40.7849032
B3325,3325,1498,-73.950503,40.7849032
B3326,3326,1499,-74.00194698,40.67434
B3326,3326,1500,-74.00194698,40.67434
B3327,3327,1501,-73.94728331,40.7877214
B3327,3327,1502,-73.94728331,40.7877214
B3328,3328,1503,-73.9645,40.795
B3328,3328,1504,-73.9645,40.795
B3329,3329,1505,-73.99318208,40.6829151
B3329,3329,1506,-73.99318208,40.6829151
B3330,3330,1507,-74.00494695,40.6725058
B3330,3330,1508,-74.00494695,40.6725058
B3331,3331,1509,-73.97114574,40.8013434
B3331,3331,1510,-73.97114574,40.8013434
B3332,3332,1511,-73.99079025,40.68199044
B3332,3332,1512,-73.99079025,40.68199044
B3333,3333,1513,-74.0075572,40.6747055
B3333,3333,1514,-74.0075572,40.6747055
B3335,3335,1515,-73.98282002,40.6772744
B3335,3335,1516,-73.98282002,40.6772744
B3336,3336,1517,-73.953559,40.787801
B3336,3336,1518,-73.953559,40.787801
B3337,3337,1519,-74.01195556,40.67363551
B3337,3337,1520,-74.01195556,40.67363551
B3338,3338,1521,-73.94552579,40.7862586
B3338,3338,1522,-73.94552579,40.7862586
B3339,3339,1523,-73.97846879,40.6765304
B3339,3339,1524,-73.97846879,40.6765304
B3340,3340,1525,-74.0100698,40.6753274
B3340,3340,1526,-74.0100698,40.6753274
B3341,3341,1527,-73.96186,40.795346
B3341,3341,1528,-73.96186,40.795346
B3342,3342,1529,-74.0094613,40.6777748
B3342,3342,1530,-74.0094613,40.6777748
B3343,3343,1531,-73.96211287,40.7997568
B3343,3343,1532,-73.96211287,40.7997568
B3344,3344,1533,-74.011169,40.679043
B3344,3344,1534,-74.011169,40.679043
B3345,3345,1535,-73.95242929,40.78948542
B3345,3345,1536,-73.95242929,40.78948542
B3346,3346,1537,-73.97523209,40.67514684
B3346,3346,1538,-73.97523209,40.67514684
B3347,3347,1539,-74.01275056,40.6773429
B3347,3347,1540,-74.01275056,40.6773429
B3348,3348,1541,-74.015665,40.677236
B3348,3348,1542,-74.015665,40.677236
B3349,3349,1543,-73.97087984,40.6729679
B3349,3349,1544,-73.97087984,40.6729679
B3350,3350,1545,-73.97041192,40.7973721
B3350,3350,1546,-73.97041192,40.7973721
B3351,3351,1547,-73.94164802,40.7869946
B3351,3351,1548,-73.94164802,40.7869946
B3352,3352,1549,-74.00879525,40.67267243
B3352,3352,1550,-74.00879525,40.67267243
B3354,3354,1551,-73.97363831,40.668132
B3354,3354,1552,-73.97363831,40.668132
B3355,3355,1553,-73.96845281,40.76800889
B3355,3355,1554,-73.96845281,40.76800889
B3356,3356,1555,-73.98470567,40.7746671
B3356,3356,1556,-73.98470567,40.7746671
B3357,3357,1557,-73.96644925,40.8008363
B3357,3357,1558,-73.96644925,40.8008363
B3358,3358,1559,-73.97484126,40.6711978
B3358,3358,1560,-73.97484126,40.6711978
B3359,3359,1561,-73.96703464,40.7691572
B3359,3359,1562,-73.96703464,40.7691572
B3360,3360,1563,-73.9786517,40.7829391
B3360,3360,1564,-73.9786517,40.7829391
B3361,3361,1565,-73.9787282,40.6740886
B3361,3361,1566,-73.9787282,40.6740886
B3362,3362,1567,-73.96069399,40.7781314
B3362,3362,1568,-73.96069399,40.7781314
B3363,3363,1569,-73.95033068,40.7904828
B3363,3363,1570,-73.95033068,40.7904828
B3364,3364,1571,-73.9814832,40.6751622
B3364,3364,1572,-73.9814832,40.6751622
B3365,3365,1573,-73.97839676,40.6703837
B3365,3365,1574,-73.97839676,40.6703837
B3366,3366,1575,-73.96818053,40.8021174
B3366,3366,1576,-73.96818053,40.8021174
B3367,3367,1577,-73.95249933,40.7922553
B3367,3367,1578,-73.95249933,40.7922553
B3368,3368,1579,-73.98352355,40.6728155
B3368,3368,1580,-73.98352355,40.6728155
B3369,3369,1581,-73.9468208,40.7724607
B3369,3369,1582,-73.9468208,40.7724607
B3370,3370,1583,-73.95577801,40.7727966
B3370,3370,1584,-73.95577801,40.7727966
B3371,3371,1585,-73.98501143,40.67461342
B3371,3371,1586,-73.98501143,40.67461342
B3372,3372,1587,-73.95482273,40.7689738
B3372,3372,1588,-73.95482273,40.7689738
B3373,3373,1589,-73.98775226,40.6750705
B3373,3373,1590,-73.98775226,40.6750705
B3374,3374,1591,-73.955613,40.799484
B3374,3374,1592,-73.955613,40.799484
B3375,3375,1593,-73.96060712,40.7699426
B3375,3375,1594,-73.96060712,40.7699426
B3376,3376,1595,-73.9622207,40.76471852
B3376,3376,1596,-73.9622207,40.76471852
B3377,3377,1597,-73.99037292,40.6786115
B3377,3377,1598,-73.99037292,40.6786115
B3378,3378,1599,-73.96222088,40.773763
B3378,3378,1600,-73.96222088,40.773763
B3379,3379,1601,-73.94755757,40.7903051
B3379,3379,1602,-73.94755757,40.7903051
B3381,3381,1603,-73.99364123,40.6777287
B3381,3381,1604,-73.99364123,40.6777287
B3382,3382,1605,-73.99475825,40.680611
B3382,3382,1606,-73.99475825,40.680611
B3383,3383,1607,-73.96699104,40.804213
B3383,3383,1608,-73.96699104,40.804213
B3384,3384,1609,-73.99599099,40.6787242
B3384,3384,1610,-73.99599099,40.6787242
B3386,3386,1611,-73.99905709,40.6809591
B3386,3386,1612,-73.99905709,40.6809591
B3387,3387,1613,-73.94945003,40.7934337
B3387,3387,1614,-73.94945003,40.7934337
B3388,3388,1615,-73.99990419,40.6828003
B3388,3388,1616,-73.99990419,40.6828003
B3389,3389,1617,-74.00348559,40.6830456
B3389,3389,1618,-74.00348559,40.6830456
B3390,3390,1619,-73.9432083,40.79329668
B3390,3390,1620,-73.9432083,40.79329668
B3391,3391,1621,-73.93956237,40.7892529
B3391,3391,1622,-73.93956237,40.7892529
B3392,3392,1623,-74.00860912,40.6812117
B3392,3392,1624,-74.00860912,40.6812117
B3393,3393,1625,-74.00785041,40.6794327
B3393,3393,1626,-74.00785041,40.6794327
B3394,3394,1627,-74.00647134,40.6769993
B3394,3394,1628,-74.00647134,40.6769993
B3395,3395,1629,-74.00324957,40.6763744
B3395,3395,1630,-74.00324957,40.6763744
B3396,3396,1631,-74.00014502,40.6783563
B3396,3396,1632,-74.00014502,40.6783563
B3397,3397,1633,-73.99869893,40.6763947
B3397,3397,1634,-73.99869893,40.6763947
B3398,3398,1635,-73.99785768,40.6746957
B3398,3398,1636,-73.99785768,40.6746957
B3399,3399,1637,-73.98983002,40.67260298
B3399,3399,1638,-73.98983002,40.67260298
B3400,3400,1639,-73.94782145,40.7961535
B3400,3400,1640,-73.94782145,40.7961535
B3401,3401,1641,-73.99331394,40.6724811
B3401,3401,1642,-73.99331394,40.6724811
B3402,3402,1643,-73.99203074,40.6902375
B3402,3402,1644,-73.99203074,40.6902375
B3403,3403,1645,-73.98876585,40.6705135
B3403,3403,1646,-73.98876585,40.6705135
B3404,3404,1647,-73.98541675,40.6704922
B3404,3404,1648,-73.98541675,40.6704922
B3405,3405,1649,-73.98208968,40.6704836
B3405,3405,1650,-73.98208968,40.6704836
B3407,3407,1651,-73.98765475,40.679098
B3407,3407,1652,-73.98765475,40.679098
B3408,3408,1653,-73.99520919,40.6881529
B3408,3408,1654,-73.99520919,40.6881529
B3409,3409,1655,-73.99063168,40.6867443
B3409,3409,1656,-73.99063168,40.6867443
B3410,3410,1657,-73.98759104,40.6864442
B3410,3410,1658,-73.98759104,40.6864442
B3411,3411,1659,-73.98620772,40.6849668
B3411,3411,1660,-73.98620772,40.6849668
B3412,3412,1661,-73.98302136,40.6853761
B3412,3412,1662,-73.98302136,40.6853761
B3413,3413,1663,-73.98258555,40.6827549
B3413,3413,1664,-73.98258555,40.6827549
B3414,3414,1665,-73.97567332,40.68094472
B3414,3414,1666,-73.97567332,40.68094472
B3415,3415,1667,-73.97519523,40.6793307
B3415,3415,1668,-73.97519523,40.6793307
B3417,3417,1669,-73.97854971,40.6795766
B3417,3417,1670,-73.97854971,40.6795766
B3418,3418,1671,-73.97111473,40.6750207
B3418,3418,1672,-73.97111473,40.6750207
B3419,3419,1673,-73.98154004,40.6792788
B3419,3419,1674,-73.98154004,40.6792788
B3420,3420,1675,-73.98432695,40.6802133
B3420,3420,1676,-73.98432695,40.6802133
B3421,3421,1677,-73.98901629,40.6843549
B3421,3421,1678,-73.98901629,40.6843549
B3422,3422,1679,-74.00242364,40.6859296
B3422,3422,1680,-74.00242364,40.6859296
B3423,3423,1681,-73.97945255,40.66106337
B3423,3423,1682,-73.97945255,40.66106337
B3424,3424,1683,-73.945993,40.791976
B3424,3424,1684,-73.945993,40.791976
B3425,3425,1685,-73.94370784,40.7892105
B3425,3425,1686,-73.94370784,40.7892105
B3426,3426,1687,-74.06860113,40.70965083
B3426,3426,1688,-74.06860113,40.70965083
B3427,3427,1689,-73.99600983,40.72430527
B3427,3427,1690,-73.99600983,40.72430527
B3428,3428,1691,-74.001702,40.740983
B3428,3428,1692,-74.001702,40.740983
B3429,3429,1693,-73.9779076,40.68506807
B3429,3429,1694,-73.9779076,40.68506807
B3430,3430,1695,-73.9422369,40.71907891
B3430,3430,1696,-73.9422369,40.71907891
B3431,3431,1697,-73.977885,40.746524
B3431,3431,1698,-73.977885,40.746524
B3432,3432,1699,-73.99463654,40.66906014
B3432,3432,1700,-73.99463654,40.66906014
B3434,3434,1701,-73.9771834,40.79025417
B3434,3434,1702,-73.9771834,40.79025417
B3435,3435,1703,-73.99596,40.718822
B3435,3435,1704,-73.99596,40.718822
B3437,3437,1705,-73.97700369,40.79313481
B3437,3437,1706,-73.97700369,40.79313481
B3438,3438,1707,-73.95842135,40.77224854
B3438,3438,1708,-73.95842135,40.77224854
B3440,3440,1709,-73.98949474,40.69241829
B3440,3440,1710,-73.98949474,40.69241829
B3441,3441,1711,-74.00264,40.752957
B3441,3441,1712,-74.00264,40.752957
B3443,3443,1713,-73.97982001,40.76132983
B3443,3443,1714,-73.97982001,40.76132983
B3447,3447,1715,-73.9562273,40.76703432
B3447,3447,1716,-73.9562273,40.76703432
B3449,3449,1717,-73.94800901,40.72146256
B3449,3449,1718,-73.94800901,40.72146256
B3452,3452,1719,-73.94885391,40.71915572
B3452,3452,1720,-73.94885391,40.71915572
B3453,3453,1721,-73.94910336,40.71335226
B3453,3453,1722,-73.94910336,40.71335226
B3454,3454,1723,-73.94705951,40.71036854
B3454,3454,1724,-73.94705951,40.71036854
B3455,3455,1725,-73.98036182,40.68680821
B3455,3455,1726,-73.98036182,40.68680821
B3456,3456,1727,-73.94821286,40.71638032
B3456,3456,1728,-73.94821286,40.71638032
B3457,3457,1729,-73.97209525,40.76302594
B3457,3457,1730,-73.97209525,40.76302594
B3458,3458,1731,-73.97835016,40.76309387
B3458,3458,1732,-73.97835016,40.76309387
B3459,3459,1733,-73.96930575,40.75763228
B3459,3459,1734,-73.96930575,40.75763228
B3461,3461,1735,-74.01122332,40.71485151
B3461,3461,1736,-74.01122332,40.71485151
B3462,3462,1737,-73.97138715,40.75118387
B3462,3462,1738,-73.97138715,40.75118387
B3463,3463,1739,-73.98797393,40.73536706
B3463,3463,1740,-73.98797393,40.73536706
B3466,3466,1741,-73.98257732,40.75668721
B3466,3466,1742,-73.98257732,40.75668721
B3467,3467,1743,-74.00165856,40.72494672
B3467,3467,1744,-74.00165856,40.72494672
B3468,3468,1745,-73.9747502,40.7303801
B3468,3468,1746,-73.9747502,40.7303801
B3469,3469,1747,-73.95995021,40.73181402
B3469,3469,1748,-73.95995021,40.73181402
B3472,3472,1749,-74.00747359,40.74275383
B3472,3472,1750,-74.00747359,40.74275383
B3474,3474,1751,-74.00412083,40.7252557
B3474,3474,1752,-74.00412083,40.7252557
B3477,3477,1753,-74.01062787,40.65539977
B3477,3477,1754,-74.01062787,40.65539977
B3478,3478,1755,-74.00870204,40.65708867
B3478,3478,1756,-74.00870204,40.65708867
B3479,3479,1757,-74.02535319,40.6851256
B3479,3479,1758,-74.02535319,40.6851256
B3481,3481,1759,-74.04105,40.71649
B3481,3481,1760,-74.04105,40.71649
B3485,3485,1761,-73.974724,40.725208
B3485,3485,1762,-73.974724,40.725208
B3486,3486,1763,-73.98451656,40.68841743
B3486,3486,1764,-73.98451656,40.68841743
B3487,3487,1765,-74.00849283,40.65659567
B3487,3487,1766,-74.00849283,40.65659567
B3488,3488,1767,-73.56946349,45.50636405
B3488,3488,1768,-73.56946349,45.50636405
B3489,3489,1769,-74.00354147,40.71069995
B3489,3489,1770,-74.00354147,40.71069995
B3490,3490,1771,-73.937261,40.796879
B3490,3490,1772,-73.937261,40.796879
B3491,3491,1773,-73.93504,40.79747
B3491,3491,1774,-73.93504,40.79747
B3492,3492,1775,-73.9419949,40.8005385
B3492,3492,1776,-73.9419949,40.8005385
B3493,3493,1777,-73.9389152,40.799139
B3493,3493,1778,-73.9389152,40.799139
B3494,3494,1779,-73.9423,40.797911
B3494,3494,1780,-73.9423,40.797911
B3495,3495,1781,-73.9362541,40.7945663
B3495,3495,1782,-73.9362541,40.7945663
B3496,3496,1783,-73.9383,40.7923272
B3496,3496,1784,-73.9383,40.7923272
B3497,3497,1785,-73.9333349,40.7949879
B3497,3497,1786,-73.9333349,40.7949879
B3498,3498,1787,-73.9311847,40.7974772
B3498,3498,1788,-73.9311847,40.7974772
B3499,3499,1789,-73.9349,40.8006721
B3499,3499,1790,-73.9349,40.8006721
B3500,3500,1791,-73.944846,40.7989445
B3500,3500,1792,-73.944846,40.7989445
B3501,3501,1793,-73.9442507,40.8014866
B3501,3501,1794,-73.9442507,40.8014866
B3502,3502,1795,-73.9441232,40.7954121
B3502,3502,1796,-73.9441232,40.7954121
B3503,3503,1797,-73.942954,40.80295
B3503,3503,1798,-73.942954,40.80295
B3504,3504,1799,-73.9379,40.8029263
B3504,3504,1800,-73.9379,40.8029263
B3505,3505,1801,-73.936322,40.805726
B3505,3505,1802,-73.936322,40.805726
B3506,3506,1803,-73.9398167,40.8013066
B3506,3506,1804,-73.9398167,40.8013066
B3507,3507,1805,-73.9396861,40.8045555
B3507,3507,1806,-73.9396861,40.8045555
B3508,3508,1807,-73.953149,40.809725
B3508,3508,1808,-73.953149,40.809725
B3509,3509,1809,-73.9500739,40.8011939
B3509,3509,1810,-73.9500739,40.8011939
B3510,3510,1811,-73.949373,40.8078316
B3510,3510,1812,-73.949373,40.8078316
B3511,3511,1813,-73.9532423,40.802535
B3511,3511,1814,-73.9532423,40.802535
B3512,3512,1815,-73.9337894,40.7747175
B3512,3512,1816,-73.9337894,40.7747175
B3513,3513,1817,-73.923706,40.774645
B3513,3513,1818,-73.923706,40.774645
B3514,3514,1819,-73.927631,40.7767
B3514,3514,1820,-73.927631,40.7767
B3515,3515,1821,-73.918544,40.774591
B3515,3515,1822,-73.918544,40.774591
B3516,3516,1823,-73.9184057,40.7699176
B3516,3516,1824,-73.9184057,40.7699176
B3517,3517,1825,-73.9170074,40.7711528
B3517,3517,1826,-73.9170074,40.7711528
B3518,3518,1827,-73.9452087,40.808442
B3518,3518,1828,-73.9452087,40.808442
B3520,3520,1829,-73.951475,40.804372
B3520,3520,1830,-73.951475,40.804372
B3521,3521,1831,-73.9523,40.7987859
B3521,3521,1832,-73.9523,40.7987859
B3522,3522,1833,-73.9120938,40.7701477
B3522,3522,1834,-73.9120938,40.7701477
B3523,3523,1835,-73.916142,40.7729
B3523,3523,1836,-73.916142,40.7729
B3524,3524,1837,-73.9225403,40.7774552
B3524,3524,1838,-73.9225403,40.7774552
B3525,3525,1839,-73.9153175,40.776165
B3525,3525,1840,-73.9153175,40.776165
B3526,3526,1841,-73.9125551,40.7747878
B3526,3526,1842,-73.9125551,40.7747878
B3527,3527,1843,-73.941747,40.80698
B3527,3527,1844,-73.941747,40.80698
B3528,3528,1845,-73.9077436,40.7713937
B3528,3528,1846,-73.9077436,40.7713937
B3529,3529,1847,-73.9430681,40.8107922
B3529,3529,1848,-73.9430681,40.8107922
B3530,3530,1849,-73.9145645,40.7787185
B3530,3530,1850,-73.9145645,40.7787185
B3531,3531,1851,-73.9492286,40.8125511
B3531,3531,1852,-73.9492286,40.8125511
B3532,3532,1853,-73.9183302,40.78145
B3532,3532,1854,-73.9183302,40.78145
B3533,3533,1855,-73.9518776,40.8114323
B3533,3533,1856,-73.9518776,40.8114323
B3534,3534,1857,-73.954692,40.805159
B3534,3534,1858,-73.954692,40.805159
B3535,3535,1859,-73.945925,40.804038
B3535,3535,1860,-73.945925,40.804038
B3536,3536,1861,-73.9641,40.8082
B3536,3536,1862,-73.9641,40.8082
B3537,3537,1863,-73.9710097,40.6809741
B3537,3537,1864,-73.9710097,40.6809741
B3538,3538,1865,-73.96295,40.802692
B3538,3538,1866,-73.96295,40.802692
B3539,3539,1867,-73.9607082,40.8067581
B3539,3539,1868,-73.9607082,40.8067581
B3540,3540,1869,-73.9551508,40.81
B3540,3540,1870,-73.9551508,40.81
B3541,3541,1871,-73.956461,40.813358
B3541,3541,1872,-73.956461,40.813358
B3542,3542,1873,-73.9596214,40.8086249
B3542,3542,1874,-73.9596214,40.8086249
B3543,3543,1875,-73.95736456,40.81028506
B3543,3543,1876,-73.95736456,40.81028506
B3544,3544,1877,-73.9646795,40.6804836
B3544,3544,1878,-73.9646795,40.6804836
B3545,3545,1879,-73.9612547,40.8120562
B3545,3545,1880,-73.9612547,40.8120562
B3546,3546,1881,-73.9587903,40.6791944
B3546,3546,1882,-73.9587903,40.6791944
B3547,3547,1883,-73.9590255,40.8143256
B3547,3547,1884,-73.9590255,40.8143256
B3549,3549,1885,-73.962408,40.678045
B3549,3549,1886,-73.962408,40.678045
B3551,3551,1887,-73.941606,40.795508
B3551,3551,1888,-73.941606,40.795508
B3552,3552,1889,-73.964928,40.805973
B3552,3552,1890,-73.964928,40.805973
B3553,3553,1891,-73.957145,40.801694
B3553,3553,1892,-73.957145,40.801694
B3554,3554,1893,-73.9485678,40.7552433
B3554,3554,1894,-73.9485678,40.7552433
B3555,3555,1895,-73.93797,40.751047
B3555,3555,1896,-73.93797,40.751047
B3556,3556,1897,-73.9397405,40.7527085
B3556,3556,1898,-73.9397405,40.7527085
B3557,3557,1899,-73.945133,40.75742
B3557,3557,1900,-73.945133,40.75742
B3558,3558,1901,-73.9680438,40.6794388
B3558,3558,1902,-73.9680438,40.6794388
B3559,3559,1903,-73.9391224,40.7576314
B3559,3559,1904,-73.9391224,40.7576314
B3560,3560,1905,-73.934326,40.754876
B3560,3560,1906,-73.934326,40.754876
B3561,3561,1907,-73.9279917,40.7531106
B3561,3561,1908,-73.9279917,40.7531106
B3562,3562,1909,-73.9596082,40.6765198
B3562,3562,1910,-73.9596082,40.6765198
B3563,3563,1911,-73.932719,40.757186
B3563,3563,1912,-73.932719,40.757186
B3564,3564,1913,-73.9362726,40.7601853
B3564,3564,1914,-73.9362726,40.7601853
B3565,3565,1915,-73.9411265,40.7614376
B3565,3565,1916,-73.9411265,40.7614376
B3566,3566,1917,-73.9321455,40.7596276
B3566,3566,1918,-73.9321455,40.7596276
B3567,3567,1919,-73.9391141,40.7627442
B3567,3567,1920,-73.9391141,40.7627442
B3568,3568,1921,-73.9262231,40.7569332
B3568,3568,1922,-73.9262231,40.7569332
B3569,3569,1923,-73.9561677,40.6758324
B3569,3569,1924,-73.9561677,40.6758324
B3570,3570,1925,-73.9236611,40.7557327
B3570,3570,1926,-73.9236611,40.7557327
B3571,3571,1927,-73.952918,40.676368
B3571,3571,1928,-73.952918,40.676368
B3572,3572,1929,-73.921631,40.756913
B3572,3572,1930,-73.921631,40.756913
B3573,3573,1931,-73.9242751,40.7580583
B3573,3573,1932,-73.9242751,40.7580583
B3574,3574,1933,-73.96579,40.6769694
B3574,3574,1934,-73.96579,40.6769694
B3575,3575,1935,-73.930562,40.76108
B3575,3575,1936,-73.930562,40.76108
B3576,3576,1937,-73.969024,40.6767
B3576,3576,1938,-73.969024,40.6767
B3577,3577,1939,-73.9342862,40.7628138
B3577,3577,1940,-73.9342862,40.7628138
B3578,3578,1941,-73.9564947,40.6741806
B3578,3578,1942,-73.9564947,40.6741806
B3579,3579,1943,-73.954131,40.672695
B3579,3579,1944,-73.954131,40.672695
B3580,3580,1945,-73.9631611,40.6737236
B3580,3580,1946,-73.9631611,40.6737236
B3581,3581,1947,-73.9671457,40.6740123
B3581,3581,1948,-73.9671457,40.6740123
B3582,3582,1949,-73.9609,40.6721683
B3582,3582,1950,-73.9609,40.6721683
B3583,3583,1951,-73.9631145,40.6716493
B3583,3583,1952,-73.9631145,40.6716493
B3584,3584,1953,-73.9576801,40.6707767
B3584,3584,1954,-73.9576801,40.6707767
B3585,3585,1955,-73.9554162,40.6691783
B3585,3585,1956,-73.9554162,40.6691783
B3586,3586,1957,-73.9364848,40.7638753
B3586,3586,1958,-73.9364848,40.7638753
B3587,3587,1959,-73.9618148,40.6686744
B3587,3587,1960,-73.9618148,40.6686744
B3588,3588,1961,-73.9373554,40.7671863
B3588,3588,1962,-73.9373554,40.7671863
B3589,3589,1963,-73.9347774,40.7668
B3589,3589,1964,-73.9347774,40.7668
B3590,3590,1965,-73.9588,40.6679411
B3590,3590,1966,-73.9588,40.6679411
B3591,3591,1967,-73.930819,40.7659
B3591,3591,1968,-73.930819,40.7659
B3592,3592,1969,-73.9286471,40.7633589
B3592,3592,1970,-73.9286471,40.7633589
B3593,3593,1971,-73.925921,40.761584
B3593,3593,1972,-73.925921,40.761584
B3594,3594,1973,-73.9593484,40.6661649
B3594,3594,1974,-73.9593484,40.6661649
B3595,3595,1975,-73.9222427,40.760339
B3595,3595,1976,-73.9222427,40.760339
B3596,3596,1977,-73.9574686,40.6642406
B3596,3596,1978,-73.9574686,40.6642406
B3597,3597,1979,-73.9166368,40.7577284
B3597,3597,1980,-73.9166368,40.7577284
B3598,3598,1981,-73.9142678,40.7595701
B3598,3598,1982,-73.9142678,40.7595701
B3599,3599,1983,-73.9605695,40.66314
B3599,3599,1984,-73.9605695,40.66314
B3601,3601,1985,-73.9569115,40.6627059
B3601,3601,1986,-73.9569115,40.6627059
B3602,3602,1987,-73.920827,40.763154
B3602,3602,1988,-73.920827,40.763154
B3603,3603,1989,-73.9240312,40.7647
B3603,3603,1990,-73.9240312,40.7647
B3604,3604,1991,-73.9538746,40.6630619
B3604,3604,1992,-73.9538746,40.6630619
B3605,3605,1993,-73.9265474,40.7658346
B3605,3605,1994,-73.9265474,40.7658346
B3606,3606,1995,-73.948852,40.74252
B3606,3606,1996,-73.948852,40.74252
B3607,3607,1997,-73.9322662,40.7682
B3607,3607,1998,-73.9322662,40.7682
B3608,3608,1999,-73.9566,40.7423737
B3608,3608,2000,-73.9566,40.7423737
B3609,3609,2001,-73.9354504,40.7692475
B3609,3609,2002,-73.9354504,40.7692475
B3610,3610,2003,-73.934171,40.770845
