old,weird,new,lng,lat
B359,359,726,-73.97498696,40.75510267
B360,360,727,-74.00887308,40.70717936
B360,360,728,-74.00887308,40.70717936
B361,361,729,-73.99190759,40.71605866
B361,361,730,-73.99190759,40.71605866
B362,362,731,-73.98753523,40.75172632
B362,362,732,-73.98753523,40.75172632
B363,363,733,-74.01713445,40.70834698
B363,363,734,-74.01713445,40.70834698
B364,364,735,-73.96023854,40.68900443
B364,364,736,-73.96023854,40.68900443
B365,365,737,-73.9614583,40.68223166
B365,365,738,-73.9614583,40.68223166
B366,366,739,-73.968896,40.693261
B366,366,740,-73.968896,40.693261
B368,368,741,-74.00214988,40.73038599
B368,368,742,-74.00214988,40.73038599
B369,369,743,-74.00026394,40.73224119
B369,369,744,-74.00026394,40.73224119
B372,372,745,-73.95801365,40.69454609
B372,372,746,-73.95801365,40.69454609
B373,373,747,-73.95381995,40.69331716
B373,373,748,-73.95381995,40.69331716
B376,376,749,-74.00722156,40.70862144
B376,376,750,-74.00722156,40.70862144
B377,377,751,-74.00566443,40.72243797
B377,377,752,-74.00566443,40.72243797
B379,379,753,-73.9916,40.749156
B379,379,754,-73.9916,40.749156
B380,380,755,-74.00293877,40.73401143
B380,380,756,-74.00293877,40.73401143
B382,382,757,-73.99200509,40.73492695
B382,382,758,-73.99200509,40.73492695
B383,383,759,-74.000271,40.735238
B383,383,760,-74.000271,40.735238
B385,385,761,-73.96603308,40.75797322
B385,385,762,-73.96603308,40.75797322
B386,386,763,-74.00234482,40.71494807
B386,386,764,-74.00234482,40.71494807
B387,387,765,-74.0046073,40.71273266
B387,387,766,-74.0046073,40.71273266
B388,388,767,-74.00295035,40.74971775
B388,388,768,-74.00295035,40.74971775
B389,389,769,-73.96525063,40.71044554
B389,389,770,-73.96525063,40.71044554
B390,390,771,-73.9842844,40.69221589
B390,390,772,-73.9842844,40.69221589
B391,391,773,-73.99344559,40.69760127
B391,391,774,-73.99344559,40.69760127
B392,392,775,-73.987167,40.695065
B392,392,776,-73.987167,40.695065
B393,393,777,-73.97995466,40.72299208
B393,393,778,-73.97995466,40.72299208
B394,394,779,-73.97768752,40.72521311
B394,394,780,-73.97768752,40.72521311
B396,396,781,-73.95576894,40.68034242
B396,396,782,-73.95576894,40.68034242
B397,397,783,-73.96922273,40.68415748
B397,397,784,-73.96922273,40.68415748
B398,398,785,-73.9999786,40.69165183
B398,398,786,-73.9999786,40.69165183
B399,399,787,-73.9647628,40.68851534
B399,399,788,-73.9647628,40.68851534
B400,400,789,-73.98178024,40.71926081
B400,400,790,-73.98178024,40.71926081
B401,401,791,-73.98997825,40.72019576
B401,401,792,-73.98997825,40.72019576
B402,402,793,-73.98955109,40.7403432
B402,402,794,-73.98955109,40.7403432
B403,403,795,-73.99069656,40.72502876
B403,403,796,-73.99069656,40.72502876
B405,405,797,-74.008119,40.739323
B405,405,798,-74.008119,40.739323
B406,406,799,-73.99595065,40.69512845
B406,406,800,-73.99595065,40.69512845
B407,407,801,-73.991454,40.700469
B407,407,802,-73.991454,40.700469
B408,408,803,-73.99400398,40.71076228
B408,408,804,-73.99400398,40.71076228
B409,409,805,-73.95643107,40.6906495
B409,409,806,-73.95643107,40.6906495
B410,410,807,-73.98517977,40.72066442
B410,410,808,-73.98517977,40.72066442
B411,411,809,-73.97668709,40.72228087
B411,411,810,-73.97668709,40.72228087
B412,412,811,-73.99422366,40.7158155
B412,412,812,-73.99422366,40.7158155
B414,414,813,-73.98765762,40.70281858
B414,414,814,-73.98765762,40.70281858
B415,415,815,-74.00926027,40.7047177
B415,415,816,-74.00926027,40.7047177
B416,416,817,-73.97265183,40.68753406
B416,416,818,-73.97265183,40.68753406
B417,417,819,-74.01020234,40.71291224
B417,417,820,-74.01020234,40.71291224
B418,418,821,-73.982578,40.70224
B418,418,822,-73.982578,40.70224
B419,419,823,-73.97355569,40.69580705
B419,419,824,-73.97355569,40.69580705
B420,420,825,-73.96968902,40.68764484
B420,420,826,-73.96968902,40.68764484
B421,421,827,-73.97129668,40.69573398
B421,421,828,-73.97129668,40.69573398
B422,422,829,-73.988038,40.770513
B422,422,830,-73.988038,40.770513
B423,423,831,-73.98690506,40.76584941
B423,423,832,-73.98690506,40.76584941
B426,426,833,-74.01322069,40.71754834
B426,426,834,-74.01322069,40.71754834
B427,427,835,-74.013942,40.701907
B427,427,836,-74.013942,40.701907
B428,428,837,-73.98783413,40.72467721
B428,428,838,-73.98783413,40.72467721
B430,430,839,-73.98656928,40.7014851
B430,430,840,-73.98656928,40.7014851
B432,432,841,-73.98379855,40.72621788
B432,432,842,-73.98379855,40.72621788
B433,433,843,-73.98057249,40.72955361
B433,433,844,-73.98057249,40.72955361
B435,435,845,-73.99415556,40.74173969
B435,435,846,-73.99415556,40.74173969
B436,436,847,-73.95399026,40.68216564
B436,436,848,-73.95399026,40.68216564
B437,437,849,-73.95004798,40.68098339
B437,437,850,-73.95004798,40.68098339
B438,438,851,-73.98564945,40.72779126
B438,438,852,-73.98564945,40.72779126
B439,439,853,-73.98978041,40.7262807
B439,439,854,-73.98978041,40.7262807
B440,440,855,-73.97282625,40.75255434
B440,440,856,-73.97282625,40.75255434
B441,441,857,-73.967416,40.756014
B441,441,858,-73.967416,40.756014
B442,442,859,-73.993915,40.746647
B442,442,860,-73.993915,40.746647
B443,443,861,-73.96408963,40.70853074
B443,443,862,-73.96408963,40.70853074
B445,445,863,-73.98142006,40.72740794
B445,445,864,-73.98142006,40.72740794
B446,446,865,-73.99529885,40.74487634
B446,446,866,-73.99529885,40.74487634
B447,447,867,-73.9851615,40.76370739
B447,447,868,-73.9851615,40.76370739
B448,448,869,-73.9979009,40.75660359
B448,448,870,-73.9979009,40.75660359
B449,449,871,-73.98789473,40.76461837
B449,449,872,-73.98789473,40.76461837
B450,450,873,-73.98788205,40.76227205
B450,450,874,-73.98788205,40.76227205
B453,453,875,-73.99915362,40.74475148
B453,453,876,-73.99915362,40.74475148
B454,454,877,-73.96592976,40.75455731
B454,454,878,-73.96592976,40.75455731
B455,455,879,-73.96905301,40.75001986
B455,455,880,-73.96905301,40.75001986
B456,456,881,-73.97402311,40.7597108
B456,456,882,-73.97402311,40.7597108
B457,457,883,-73.98169333,40.76695317
B457,457,884,-73.98169333,40.76695317
B458,458,885,-74.005226,40.751396
B458,458,886,-74.005226,40.751396
B459,459,887,-74.007756,40.746745
B459,459,888,-74.007756,40.746745
B460,460,889,-73.96590294,40.71285887
B460,460,890,-73.96590294,40.71285887
B461,461,891,-73.98205027,40.73587678
B461,461,892,-73.98205027,40.73587678
B462,462,893,-74.00451887,40.74691959
B462,462,894,-74.00451887,40.74691959
B465,465,895,-73.98658032,40.75513557
B465,465,896,-73.98658032,40.75513557
B466,466,897,-73.99144871,40.74395411
B466,466,898,-73.99144871,40.74395411
B467,467,899,-73.97895137,40.68312489
B467,467,900,-73.97895137,40.68312489
B468,468,901,-73.98192338,40.7652654
B468,468,902,-73.98192338,40.7652654
B469,469,903,-73.98268129,40.76344058
B469,469,904,-73.98268129,40.76344058
B470,470,905,-74.00004031,40.74345335
B470,470,906,-74.00004031,40.74345335
B471,471,907,-73.95698119,40.71286844
B471,471,908,-73.95698119,40.71286844
B472,472,909,-73.98194829,40.7457121
B472,472,910,-73.98194829,40.7457121
B473,473,911,-73.9919254,40.72110063
B473,473,912,-73.9919254,40.72110063
B474,474,913,-73.98683077,40.7451677
B474,474,914,-73.98683077,40.7451677
B476,476,915,-73.97966069,40.74394314
B476,476,916,-73.97966069,40.74394314
B477,477,917,-73.9900262,40.75640548
B477,477,918,-73.9900262,40.75640548
B478,478,919,-73.99884222,40.76030096
B478,478,920,-73.99884222,40.76030096
B479,479,921,-73.9912551,40.76019252
B479,479,922,-73.9912551,40.76019252
B480,480,923,-73.99061728,40.76669671
B480,480,924,-73.99061728,40.76669671
B481,481,925,-73.96264403,40.71260486
B481,481,926,-73.96264403,40.71260486
B482,482,927,-73.99931783,40.73935542
B482,482,928,-73.99931783,40.73935542
B483,483,929,-73.98889957,40.73223272
B483,483,930,-73.98889957,40.73223272
B484,484,931,-73.98014437,40.75500254
B484,484,932,-73.98014437,40.75500254
B485,485,933,-73.98338988,40.75038009
B485,485,934,-73.98338988,40.75038009
B486,486,935,-73.98855723,40.7462009
B486,486,936,-73.98855723,40.7462009
B487,487,937,-73.97573881,40.73314259
B487,487,938,-73.97573881,40.73314259
B490,490,939,-73.993934,40.751551
B490,490,940,-73.993934,40.751551
B491,491,941,-73.98602213,40.74096374
B491,491,942,-73.98602213,40.74096374
B492,492,943,-73.99093085,40.75019995
B492,492,944,-73.99093085,40.75019995
B493,493,945,-73.98291153,40.7568001
B493,493,946,-73.98291153,40.7568001
B494,494,947,-73.99723551,40.74734825
B494,494,948,-73.99723551,40.74734825
B495,495,949,-73.99301222,40.76269882
B495,495,950,-73.99301222,40.76269882
B496,496,951,-73.99238967,40.73726186
B496,496,952,-73.99238967,40.73726186
B497,497,953,-73.99009296,40.73704984
B497,497,954,-73.99009296,40.73704984
B498,498,955,-73.98808416,40.74854862
B498,498,956,-73.98808416,40.74854862
B499,499,957,-73.98191841,40.76915505
B499,499,958,-73.98191841,40.76915505
B500,500,959,-73.98336183,40.76228826
B500,500,960,-73.98336183,40.76228826
B501,501,961,-73.97121214,40.744219
B501,501,962,-73.97121214,40.744219
B502,502,963,-73.981346,40.714215
B502,502,964,-73.981346,40.714215
B503,503,965,-73.98751968,40.73827428
B503,503,966,-73.98751968,40.73827428
B504,504,967,-73.98165557,40.73221853
B504,504,968,-73.98165557,40.73221853
B505,505,969,-73.98848395,40.74901271
B505,505,970,-73.98848395,40.74901271
B507,507,971,-73.97973776,40.73912601
B507,507,972,-73.97973776,40.73912601
B508,508,973,-73.99667444,40.76341379
B508,508,974,-73.99667444,40.76341379
B509,509,975,-74.00197139,40.7454973
B509,509,976,-74.00197139,40.7454973
B513,513,977,-73.988639,40.768254
B513,513,978,-73.988639,40.768254
B514,514,979,-74.00277668,40.76087502
B514,514,980,-74.00277668,40.76087502
B515,515,981,-73.99461843,40.76009437
B515,515,982,-73.99461843,40.76009437
B516,516,983,-73.96784384,40.75206862
B516,516,984,-73.96784384,40.75206862
B517,517,985,-73.97791,40.751581
B517,517,986,-73.97791,40.751581
B518,518,987,-73.9734419,40.74780373
B518,518,988,-73.9734419,40.74780373
B519,519,989,-73.977706,40.751873
B519,519,990,-73.977706,40.751873
B520,520,991,-73.97648516,40.75992262
B520,520,992,-73.97648516,40.75992262
B522,522,993,-73.97207836,40.75714758
B522,522,994,-73.97207836,40.75714758
B523,523,995,-73.99138152,40.75466591
B523,523,996,-73.99138152,40.75466591
B524,524,997,-73.98316936,40.75527307
B524,524,998,-73.98316936,40.75527307
B525,525,999,-74.0021163,40.75594159
B525,525,1000,-74.0021163,40.75594159
B526,526,1001,-73.98490707,40.74765947
B526,526,1002,-73.98490707,40.74765947
B527,527,1003,-73.976056,40.744023
B527,527,1004,-73.976056,40.744023
B528,528,1005,-73.97706058,40.74290902
B528,528,1006,-73.97706058,40.74290902
B529,529,1007,-73.99098507,40.7575699
B529,529,1008,-73.99098507,40.7575699
B530,530,1009,-73.990541,40.771522
B530,530,1010,-73.99046034,40.77149671
B530,530,1011,-73.990541,40.771522
B530,530,1012,-73.99046034,40.77149671
B531,531,1013,-73.99266288,40.71893904
B531,531,1014,-73.99266288,40.71893904
B532,532,1015,-73.960876,40.710451
B532,532,1016,-73.960876,40.710451
B533,533,1017,-73.98721619,40.75299641
B533,533,1018,-73.98721619,40.75299641
B534,534,1019,-74.0127234,40.70255065
B534,534,1020,-74.0127234,40.70255065
B536,536,1021,-73.97536082,40.74144387
B536,536,1022,-73.97536082,40.74144387
B537,537,1023,-73.98409214,40.74025878
B537,537,1024,-73.98409214,40.74025878
B539,539,1025,-73.96024116,40.71534825
B539,539,1026,-73.96024116,40.71534825
B540,540,1027,-73.98215353,40.74311555
B540,540,1028,-73.98215353,40.74311555
B545,545,1029,-73.97809472,40.736502
B545,545,1030,-73.97809472,40.736502
B546,546,1031,-73.98303529,40.74444921
B546,546,1032,-73.98303529,40.74444921
B2000,2000,1033,-73.98940236,40.70255088
B2000,2000,1034,-73.98940236,40.70255088
B2001,2001,1035,-73.979927,40.699773
B2001,2001,1036,-73.979927,40.699773
B2002,2002,1037,-73.963198,40.716887
B2002,2002,1038,-73.963198,40.716887
B2003,2003,1039,-73.98054421,40.73381219
B2003,2003,1040,-73.98054421,40.73381219
B2005,2005,1041,-73.97100056,40.70531194
B2005,2005,1042,-73.97100056,40.70531194
B2006,2006,1043,-73.97634151,40.76590936
B2006,2006,1044,-73.97634151,40.76590936
B2008,2008,1045,-74.01677685,40.70569254
B2008,2008,1046,-74.01677685,40.70569254
B2009,2009,1047,-73.99682619,40.71117444
B2009,2009,1048,-73.99682619,40.71117444
B2010,2010,1049,-74.00234737,40.72165481
B2010,2010,1050,-74.00234737,40.72165481
B2012,2012,1051,-73.976806,40.739445
B2012,2012,1052,-73.976806,40.739445
B2021,2021,1053,-73.98859651,40.75929124
B2021,2021,1054,-73.98859651,40.75929124
B2022,2022,1055,-73.959223,40.759107
B2022,2022,1056,-73.959223,40.759107
B2023,2023,1057,-73.97031366,40.75968085
B2023,2023,1058,-73.97031366,40.75968085
B3002,3002,1059,-74.015756,40.711512
B3002,3002,1060,-74.015756,40.711512
B3016,3016,1061,-73.96165073,40.72036775
B3016,3016,1062,-73.96165073,40.72036775
B3036,3036,1063,-73.999722,40.66290777
B3036,3036,1064,-73.999722,40.66290777
B3040,3040,1065,-73.99497986,40.66979964
B3040,3040,1066,-73.99497986,40.66979964
B3041,3041,1067,-73.94142771,40.67890679
B3041,3041,1068,-73.94142771,40.67890679
B3042,3042,1069,-73.9298911,40.6794268
B3042,3042,1070,-73.9298911,40.6794268
B3043,3043,1071,-73.934903,40.6814598
B3043,3043,1072,-73.934903,40.6814598
B3044,3044,1073,-73.938475,40.6800105
B3044,3044,1074,-73.938475,40.6800105
B3046,3046,1075,-73.938037,40.682601
B3046,3046,1076,-73.938037,40.682601
B3047,3047,1077,-73.944118,40.6823687
B3047,3047,1078,-73.944118,40.6823687
B3048,3048,1079,-73.94977,40.68402
B3048,3048,1080,-73.94977,40.68402
B3049,3049,1081,-73.96304,40.68488
B3049,3049,1082,-73.96304,40.68488
B3050,3050,1083,-73.94111,40.6851532
B3050,3050,1084,-73.94111,40.6851532
B3052,3052,1085,-73.935775,40.686312
B3052,3052,1086,-73.935775,40.686312
B3053,3053,1087,-73.947915,40.6900815
B3053,3053,1088,-73.947915,40.6900815
B3054,3054,1089,-73.942061,40.6894932
B3054,3054,1090,-73.942061,40.6894932
B3055,3055,1091,-73.950916,40.6883337
B3055,3055,1092,-73.950916,40.6883337
B3056,3056,1093,-73.95133465,40.69072549
B3056,3056,1094,-73.95133465,40.69072549
B3057,3057,1095,-73.9452416,40.69128258
B3057,3057,1096,-73.9452416,40.69128258
B3058,3058,1097,-73.93705428,40.69237074
B3058,3058,1098,-73.93705428,40.69237074
B3059,3059,1099,-73.939877,40.6933982
B3059,3059,1100,-73.939877,40.6933982
B3060,3060,1101,-73.94626915,40.69425403
B3060,3060,1102,-73.94626915,40.69425403
B3061,3061,1103,-73.94371094,40.69622937
B3061,3061,1104,-73.94371094,40.69622937
B3062,3062,1105,-73.94954908,40.69539817
B3062,3062,1106,-73.94954908,40.69539817
B3063,3063,1107,-73.95238108,40.69527008
B3063,3063,1108,-73.95238108,40.69527008
B3064,3064,1109,-73.93756926,40.69681963
B3064,3064,1110,-73.93756926,40.69681963
B3065,3065,1111,-73.95032283,40.70029511
B3065,3065,1112,-73.95032283,40.70029511
B3066,3066,1113,-73.94708417,40.69957608
B3066,3066,1114,-73.94708417,40.69957608
B3067,3067,1115,-73.9437303,40.7016657
B3067,3067,1116,-73.9437303,40.7016657
B3068,3068,1117,-73.940636,40.7031724
B3068,3068,1118,-73.940636,40.7031724
B3069,3069,1119,-73.94818595,40.70411791
B3069,3069,1120,-73.94818595,40.70411791
B3070,3070,1121,-73.94407279,40.70510918
B3070,3070,1122,-73.94407279,40.70510918
B3071,3071,1123,-73.94976519,40.70538077
B3071,3071,1124,-73.94976519,40.70538077
B3072,3072,1125,-73.94644578,40.70583339
B3072,3072,1126,-73.94644578,40.70583339
B3073,3073,1127,-73.95441667,40.70691254
B3073,3073,1128,-73.95441667,40.70691254
B3074,3074,1129,-73.94016171,40.70767788
B3074,3074,1130,-73.94016171,40.70767788
B3075,3075,1131,-73.95796783,40.70708701
B3075,3075,1132,-73.95796783,40.70708701
B3076,3076,1133,-73.9448625,40.70870368
B3076,3076,1134,-73.9448625,40.70870368
B3077,3077,1135,-73.95095259,40.70877084
B3077,3077,1136,-73.95095259,40.70877084
B3078,3078,1137,-73.96063149,40.70924826
B3078,3078,1138,-73.96063149,40.70924826
B3080,3080,1139,-73.95608,40.70934
B3080,3080,1140,-73.95608,40.70934
B3081,3081,1141,-73.944024,40.711863
B3081,3081,1142,-73.944024,40.711863
B3082,3082,1143,-73.95141312,40.71167351
B3082,3082,1144,-73.95141312,40.71167351
B3083,3083,1145,-73.94100005,40.71247661
B3083,3083,1146,-73.94100005,40.71247661
B3085,3085,1147,-73.95739,40.71469
B3085,3085,1148,-73.95739,40.71469
B3086,3086,1149,-73.944507,40.715143
B3086,3086,1150,-73.944507,40.715143
B3087,3087,1151,-73.95234386,40.71413311
B3087,3087,1152,-73.95234386,40.71413311
B3088,3088,1153,-73.952029,40.7160751
B3088,3088,1154,-73.952029,40.7160751
B3090,3090,1155,-73.95600096,40.71774592
B3090,3090,1156,-73.95600096,40.71774592
B3091,3091,1157,-73.94882,40.71764
B3091,3091,1158,-73.94882,40.71764
B3092,3092,1159,-73.95852515,40.7190095
B3092,3092,1160,-73.95852515,40.7190095
B3093,3093,1161,-73.95850939,40.71745169
B3093,3093,1162,-73.95850939,40.71745169
B3094,3094,1163,-73.94485918,40.7169811
B3094,3094,1164,-73.94485918,40.7169811
B3095,3095,1165,-73.94500379,40.71929301
B3095,3095,1166,-73.94500379,40.71929301
B3096,3096,1167,-73.95242,40.71924
B3096,3096,1168,-73.95242,40.71924
B3100,3100,1169,-73.94752622,40.72481256
B3100,3100,1170,-73.94752622,40.72481256
B3101,3101,1171,-73.95484712,40.72079821
B3101,3101,1172,-73.95484712,40.72079821
B3102,3102,1173,-73.9504154,40.72179134
B3102,3102,1174,-73.9504154,40.72179134
B3103,3103,1175,-73.95782357,40.72153267
B3103,3103,1176,-73.95782357,40.72153267
B3105,3105,1177,-73.955736,40.724055
B3105,3105,1178,-73.955736,40.724055
B3106,3106,1179,-73.94308,40.72325
B3106,3106,1180,-73.94308,40.72325
B3107,3107,1181,-73.95212324,40.72311651
B3107,3107,1182,-73.95212324,40.72311651
B3108,3108,1183,-73.94434,40.72557
B3108,3108,1184,-73.94434,40.72557
B3109,3109,1185,-73.95621,40.72606
B3109,3109,1186,-73.95621,40.72606
B3110,3110,1187,-73.95299117,40.72708584
B3110,3110,1188,-73.95299117,40.72708584
B3112,3112,1189,-73.95779,40.72906
B3112,3112,1190,-73.95779,40.72906
B3113,3113,1191,-73.95394,40.73026
B3113,3113,1192,-73.95394,40.73026
B3115,3115,1193,-73.9550858,40.73232194
B3115,3115,1194,-73.9550858,40.73232194
B3116,3116,1195,-73.95826,40.73266
B3116,3116,1196,-73.95826,40.73266
B3117,3117,1197,-73.95866,40.73564
B3117,3117,1198,-73.95866,40.73564
B3118,3118,1199,-73.95284,40.73555
B3118,3118,1200,-73.95284,40.73555
B3119,3119,1201,-73.95411749,40.74232744
B3119,3119,1202,-73.95411749,40.74232744
B3120,3120,1203,-73.96044,40.74161
B3120,3120,1204,-73.96044,40.74161
B3121,3121,1205,-73.94733276,40.74524768
B3121,3121,1206,-73.94733276,40.74524768
B3122,3122,1207,-73.95587325,40.74436329
B3122,3122,1208,-73.95587325,40.74436329
B3123,3123,1209,-73.93540375,40.74469738
B3123,3123,1210,-73.93540375,40.74469738
B3124,3124,1211,-73.95451,40.74731
B3124,3124,1212,-73.95451,40.74731
B3125,3125,1213,-73.94977234,40.74708586
B3125,3125,1214,-73.94977234,40.74708586
B3126,3126,1215,-73.9432635,40.74718234
B3126,3126,1216,-73.9432635,40.74718234
B3127,3127,1217,-73.9521,40.74966
B3127,3127,1218,-73.9521,40.74966
B3128,3128,1219,-73.94594845,40.75052534
B3128,3128,1220,-73.94594845,40.75052534
B3129,3129,1221,-73.94073717,40.75110165
B3129,3129,1222,-73.94073717,40.75110165
B3130,3130,1223,-73.94335788,40.75325964
B3130,3130,1224,-73.94335788,40.75325964
B3131,3131,1225,-73.96224618,40.7671284
B3131,3131,1226,-73.96224618,40.7671284
B3132,3132,1227,-73.97109243,40.76350532
B3132,3132,1228,-73.97109243,40.76350532
B3134,3134,1229,-73.96526895,40.76312584
B3134,3134,1230,-73.96526895,40.76312584
B3135,3135,1231,-73.95772297,40.77112927
B3135,3135,1232,-73.95772297,40.77112927
B3136,3136,1233,-73.971518,40.766368
B3136,3136,1234,-73.971518,40.766368
B3137,3137,1235,-73.96685276,40.77282817
B3137,3137,1236,-73.96685276,40.77282817
B3139,3139,1237,-73.96409422,40.77118288
B3139,3139,1238,-73.96409422,40.77118288
B3140,3140,1239,-73.9535166,40.77140426
B3140,3140,1240,-73.9535166,40.77140426
B3141,3141,1241,-73.95818491,40.76500525
B3141,3141,1242,-73.95818491,40.76500525
B3142,3142,1243,-73.96094022,40.7612274
B3142,3142,1244,-73.96094022,40.7612274
B3143,3143,1245,-73.96427393,40.77632142
B3143,3143,1246,-73.96427393,40.77632142
B3144,3144,1247,-73.9590097,40.77677702
B3144,3144,1248,-73.9590097,40.77677702
B3145,3145,1249,-73.95772073,40.77862688
B3145,3145,1250,-73.95772073,40.77862688
B3146,3146,1251,-73.9567526,40.77573034
B3146,3146,1252,-73.9567526,40.77573034
B3147,3147,1253,-73.95407149,40.77801203
B3147,3147,1254,-73.95407149,40.77801203
B3148,3148,1255,-73.95068615,40.77565541
B3148,3148,1256,-73.95068615,40.77565541
B3150,3150,1257,-73.94803392,40.77536905
B3150,3150,1258,-73.94803392,40.77536905
B3151,3151,1259,-73.94989233,40.7728384
B3151,3151,1260,-73.94989233,40.7728384
B3152,3152,1261,-73.96119945,40.76873687
B3152,3152,1262,-73.96119945,40.76873687
B3153,3153,1263,-73.95910263,40.76817547
B3153,3153,1264,-73.95910263,40.76817547
B3154,3154,1265,-73.95856158,40.77314236
B3154,3154,1266,-73.95856158,40.77314236
B3155,3155,1267,-73.96648977,40.76440023
B3155,3155,1268,-73.96648977,40.76440023
B3156,3156,1269,-73.95348296,40.76663814
B3156,3156,1270,-73.95348296,40.76663814
B3157,3157,1271,-73.94446054,40.77518615
B3157,3157,1272,-73.94446054,40.77518615
B3158,3158,1273,-73.98261428,40.77163851
B3158,3158,1274,-73.98261428,40.77163851
B3159,3159,1275,-73.98266566,40.77492513
B3159,3159,1276,-73.98266566,40.77492513
B3160,3160,1277,-73.97374737,40.77896784
B3160,3160,1278,-73.97374737,40.77896784
B3161,3161,1279,-73.97728533,40.78018397
B3161,3161,1280,-73.97728533,40.78018397
B3162,3162,1281,-73.98093133,40.78339981
B3162,3162,1282,-73.98093133,40.78339981
B3163,3163,1283,-73.97782542,40.7734066
B3163,3163,1284,-73.97782542,40.7734066
B3164,3164,1285,-73.97898475,40.7770575
B3164,3164,1286,-73.97898475,40.7770575
B3165,3165,1287,-73.97620574,40.77579377
B3165,3165,1288,-73.97620574,40.77579377
B3166,3166,1289,-73.98562431,40.78057799
B3166,3166,1290,-73.98562431,40.78057799
B3167,3167,1291,-73.98093045,40.77966809
B3167,3167,1292,-73.98093045,40.77966809
B3168,3168,1293,-73.96961715,40.78472675
B3168,3168,1294,-73.96961715,40.78472675
B3169,3169,1295,-73.98128127,40.78720869
B3169,3169,1296,-73.98128127,40.78720869
B3170,3170,1297,-73.97283406,40.78499979
B3170,3170,1298,-73.97283406,40.78499979
B3171,3171,1299,-73.97667321,40.78524672
B3171,3171,1300,-73.97667321,40.78524672
B3172,3172,1301,-73.97754961,40.7785669
B3172,3172,1302,-73.97754961,40.7785669
B3173,3173,1303,-73.98888588,40.77750703
B3173,3173,1304,-73.98888588,40.77750703
B3175,3175,1305,-73.98288594,40.77748046
B3175,3175,1306,-73.98288594,40.77748046
B3176,3176,1307,-73.98753759,40.77452835
B3176,3176,1308,-73.98753759,40.77452835
B3177,3177,1309,-73.977112,40.7867947
B3177,3177,1310,-73.977112,40.7867947
B3178,3178,1311,-73.98362492,40.78414472
B3178,3178,1312,-73.98362492,40.78414472
B3179,3179,1313,-73.941342,40.698617
B3179,3179,1314,-73.941342,40.698617
B3180,3180,1315,-73.99712,40.69878
B3180,3180,1316,-73.99712,40.69878
B3182,3182,1317,-74.016966,40.686931
B3182,3182,1318,-74.016966,40.686931
B3183,3183,1319,-74.0334588,40.7162469
B3183,3183,1320,-74.0334588,40.7162469
B3184,3184,1321,-74.0335519,40.7141454
B3184,3184,1322,-74.0335519,40.7141454
B3185,3185,1323,-74.043845,40.7177325
B3185,3185,1324,-74.043845,40.7177325
B3186,3186,1325,-74.04311746,40.71958612
B3186,3186,1326,-74.04311746,40.71958612
B3187,3187,1327,-74.03805095,40.7211236
B3187,3187,1328,-74.03805095,40.7211236
B3191,3191,1329,-74.0836394,40.7182113
B3191,3191,1330,-74.0836394,40.7182113
B3192,3192,1331,-74.0557013,40.7112423
B3192,3192,1332,-74.0557013,40.7112423
B3195,3195,1333,-74.06378388,40.73074263
B3195,3195,1334,-74.06378388,40.73074263
B3196,3196,1335,-74.0439909,40.7443187
B3196,3196,1336,-74.0439909,40.7443187
B3198,3198,1337,-74.0404433,40.74871595
B3198,3198,1338,-74.0404433,40.74871595
B3199,3199,1339,-74.0321082,40.7287448
B3199,3199,1340,-74.0321082,40.7287448
B3202,3202,1341,-74.0337589,40.7272235
B3202,3202,1342,-74.0337589,40.7272235
B3203,3203,1343,-74.04424731,40.72759597
B3203,3203,1344,-74.04424731,40.72759597
B3213,3213,1345,-74.04772663,40.71848892
B3213,3213,1346,-74.04772663,40.71848892
B3214,3214,1347,-74.0364857,40.7127742
B3214,3214,1348,-74.0364857,40.7127742
B3221,3221,1349,-73.93561,40.743
B3221,3221,1350,-73.93561,40.743
B3223,3223,1351,-73.96865398,40.75899656
B3223,3223,1352,-73.96865398,40.75899656
B3224,3224,1353,-74.00513873,40.73997354
B3224,3224,1354,-74.00513873,40.73997354
B3226,3226,1355,-73.97137,40.78275
B3226,3226,1356,-73.97137,40.78275
B3231,3231,1357,-73.96592081,40.7678008
B3231,3231,1358,-73.96592081,40.7678008
B3232,3232,1359,-73.98304269,40.68962189
B3232,3232,1360,-73.98304269,40.68962189
B3233,3233,1361,-73.97805914,40.75724568
B3233,3233,1362,-73.97805914,40.75724568
B3235,3235,1363,-73.97992194,40.75216528
B3235,3235,1364,-73.97992194,40.75216528
B3236,3236,1365,-73.99379969,40.75898481
B3236,3236,1366,-73.99379969,40.75898481
B3238,3238,1367,-73.95439535,40.7739139
B3238,3238,1368,-73.95439535,40.7739139
B3239,3239,1369,-74.01658773,40.64653837
B3239,3239,1370,-74.01658773,40.64653837
B3240,3240,1371,-73.9938587,40.75903008
B3240,3240,1372,-73.9938587,40.75903008
B3241,3241,1373,-73.944694,40.686203
B3241,3241,1374,-73.944694,40.686203
B3242,3242,1375,-73.99183363,40.69102926
B3242,3242,1376,-73.99183363,40.69102926
B3243,3243,1377,-73.96226227,40.75892386
B3243,3243,1378,-73.96226227,40.75892386
B3244,3244,1379,-73.99490342,40.73143724
B3244,3244,1380,-73.99490342,40.73143724
B3245,3245,1381,-73.98233056,40.71644423
B3245,3245,1382,-73.98233056,40.71644423
